"codmunres","municipio","uf","regiao","ano","nascidos","obitos_mat_totais","obitos_mat_diretos","obitos_mat_aborto","obitos_mat_hipertensao","obitos_mat_hemorragia","obitos_mat_infec_puerperal"
"261247","Santa Cruz da Baixa Verde","Pernambuco","Nordeste",2023,155,0,0,0,0,0,0
"261250","Santa Cruz do Capibaribe","Pernambuco","Nordeste",2023,1359,0,0,0,0,0,0
"261255","Santa Filomena","Pernambuco","Nordeste",2023,164,0,0,0,0,0,0
"261260","Santa Maria da Boa Vista","Pernambuco","Nordeste",2023,596,0,0,0,0,0,0
"261270","Santa Maria do Cambucá","Pernambuco","Nordeste",2023,151,0,0,0,0,0,0
"261280","Santa Terezinha","Pernambuco","Nordeste",2023,122,0,0,0,0,0,0
"261290","São Benedito do Sul","Pernambuco","Nordeste",2023,124,0,0,0,0,0,0
"261300","São Bento do Una","Pernambuco","Nordeste",2023,708,0,0,0,0,0,0
"261310","São Caitano","Pernambuco","Nordeste",2023,491,0,0,0,0,0,0
"261320","São João","Pernambuco","Nordeste",2023,322,0,0,0,0,0,0
"261330","São Joaquim do Monte","Pernambuco","Nordeste",2023,291,1,0,0,0,0,0
"261340","São José da Coroa Grande","Pernambuco","Nordeste",2023,244,0,0,0,0,0,0
"261350","São José do Belmonte","Pernambuco","Nordeste",2023,468,0,0,0,0,0,0
"261360","São José do Egito","Pernambuco","Nordeste",2023,367,0,0,0,0,0,0
"261370","São Lourenço da Mata","Pernambuco","Nordeste",2023,1404,2,2,0,1,0,0
"261380","São Vicente Ferrer","Pernambuco","Nordeste",2023,222,0,0,0,0,0,0
"261390","Serra Talhada","Pernambuco","Nordeste",2023,1350,2,0,0,0,0,0
"261400","Serrita","Pernambuco","Nordeste",2023,223,0,0,0,0,0,0
"261410","Sertânia","Pernambuco","Nordeste",2023,357,0,0,0,0,0,0
"261420","Sirinhaém","Pernambuco","Nordeste",2023,484,0,0,0,0,0,0
"261430","Moreilândia","Pernambuco","Nordeste",2023,116,0,0,0,0,0,0
"261440","Solidão","Pernambuco","Nordeste",2023,73,0,0,0,0,0,0
"261450","Surubim","Pernambuco","Nordeste",2023,751,1,1,0,0,1,0
"261460","Tabira","Pernambuco","Nordeste",2023,367,0,0,0,0,0,0
"261470","Tacaimbó","Pernambuco","Nordeste",2023,156,0,0,0,0,0,0
"261480","Tacaratu","Pernambuco","Nordeste",2023,306,0,0,0,0,0,0
"261485","Tamandaré","Pernambuco","Nordeste",2023,388,0,0,0,0,0,0
"261500","Taquaritinga do Norte","Pernambuco","Nordeste",2023,338,0,0,0,0,0,0
"261510","Terezinha","Pernambuco","Nordeste",2023,105,0,0,0,0,0,0
"261520","Terra Nova","Pernambuco","Nordeste",2023,110,0,0,0,0,0,0
"261530","Timbaúba","Pernambuco","Nordeste",2023,585,0,0,0,0,0,0
"261540","Toritama","Pernambuco","Nordeste",2023,622,0,0,0,0,0,0
"261550","Tracunhaém","Pernambuco","Nordeste",2023,158,0,0,0,0,0,0
"261560","Trindade","Pernambuco","Nordeste",2023,520,1,1,0,0,0,1
"261570","Triunfo","Pernambuco","Nordeste",2023,164,0,0,0,0,0,0
"261580","Tupanatinga","Pernambuco","Nordeste",2023,347,0,0,0,0,0,0
"261590","Tuparetama","Pernambuco","Nordeste",2023,113,0,0,0,0,0,0
"261600","Venturosa","Pernambuco","Nordeste",2023,269,0,0,0,0,0,0
"261610","Verdejante","Pernambuco","Nordeste",2023,115,0,0,0,0,0,0
"261618","Vertente do Lério","Pernambuco","Nordeste",2023,93,0,0,0,0,0,0
"261620","Vertentes","Pernambuco","Nordeste",2023,257,0,0,0,0,0,0
"261630","Vicência","Pernambuco","Nordeste",2023,340,0,0,0,0,0,0
"261640","Vitória de Santo Antão","Pernambuco","Nordeste",2023,1667,1,1,0,0,1,0
"261650","Xexéu","Pernambuco","Nordeste",2023,201,1,1,1,0,0,0
"270010","Água Branca","Alagoas","Nordeste",2023,271,0,0,0,0,0,0
"270020","Anadia","Alagoas","Nordeste",2023,206,0,0,0,0,0,0
"270030","Arapiraca","Alagoas","Nordeste",2023,3665,1,1,0,0,0,0
"270040","Atalaia","Alagoas","Nordeste",2023,535,1,1,0,0,0,1
"270050","Barra de Santo Antônio","Alagoas","Nordeste",2023,262,1,1,0,1,0,0
"270060","Barra de São Miguel","Alagoas","Nordeste",2023,157,1,1,0,0,0,1
"270070","Batalha","Alagoas","Nordeste",2023,274,0,0,0,0,0,0
"270080","Belém","Alagoas","Nordeste",2023,71,0,0,0,0,0,0
"270090","Belo Monte","Alagoas","Nordeste",2023,106,0,0,0,0,0,0
"270100","Boca da Mata","Alagoas","Nordeste",2023,305,0,0,0,0,0,0
"270110","Branquinha","Alagoas","Nordeste",2023,177,0,0,0,0,0,0
"270120","Cacimbinhas","Alagoas","Nordeste",2023,158,0,0,0,0,0,0
"270130","Cajueiro","Alagoas","Nordeste",2023,298,0,0,0,0,0,0
"270135","Campestre","Alagoas","Nordeste",2023,88,0,0,0,0,0,0
"270140","Campo Alegre","Alagoas","Nordeste",2023,441,0,0,0,0,0,0
"270150","Campo Grande","Alagoas","Nordeste",2023,128,0,0,0,0,0,0
"270160","Canapi","Alagoas","Nordeste",2023,248,0,0,0,0,0,0
"270170","Capela","Alagoas","Nordeste",2023,176,0,0,0,0,0,0
"270180","Carneiros","Alagoas","Nordeste",2023,155,0,0,0,0,0,0
"270190","Chã Preta","Alagoas","Nordeste",2023,101,0,0,0,0,0,0
"270200","Coité do Nóia","Alagoas","Nordeste",2023,173,0,0,0,0,0,0
"270210","Colônia Leopoldina","Alagoas","Nordeste",2023,260,0,0,0,0,0,0
"270220","Coqueiro Seco","Alagoas","Nordeste",2023,80,0,0,0,0,0,0
"270230","Coruripe","Alagoas","Nordeste",2023,839,0,0,0,0,0,0
"270235","Craíbas","Alagoas","Nordeste",2023,416,0,0,0,0,0,0
"270240","Delmiro Gouveia","Alagoas","Nordeste",2023,729,0,0,0,0,0,0
"270250","Dois Riachos","Alagoas","Nordeste",2023,138,0,0,0,0,0,0
"270255","Estrela de Alagoas","Alagoas","Nordeste",2023,250,0,0,0,0,0,0
"270260","Feira Grande","Alagoas","Nordeste",2023,341,0,0,0,0,0,0
"270270","Feliz Deserto","Alagoas","Nordeste",2023,61,0,0,0,0,0,0
"270280","Flexeiras","Alagoas","Nordeste",2023,147,1,1,0,0,0,1
"270290","Girau do Ponciano","Alagoas","Nordeste",2023,527,1,0,0,0,0,0
"270300","Ibateguara","Alagoas","Nordeste",2023,207,1,1,0,1,0,0
"270310","Igaci","Alagoas","Nordeste",2023,331,0,0,0,0,0,0
"270320","Igreja Nova","Alagoas","Nordeste",2023,284,0,0,0,0,0,0
"270330","Inhapi","Alagoas","Nordeste",2023,312,0,0,0,0,0,0
"270340","Jacaré dos Homens","Alagoas","Nordeste",2023,90,0,0,0,0,0,0
"270350","Jacuípe","Alagoas","Nordeste",2023,76,0,0,0,0,0,0
"270360","Japaratinga","Alagoas","Nordeste",2023,176,0,0,0,0,0,0
"270370","Jaramataia","Alagoas","Nordeste",2023,83,0,0,0,0,0,0
"270375","Jequiá da Praia","Alagoas","Nordeste",2023,153,0,0,0,0,0,0
"270380","Joaquim Gomes","Alagoas","Nordeste",2023,295,0,0,0,0,0,0
"270390","Jundiá","Alagoas","Nordeste",2023,55,0,0,0,0,0,0
"270400","Junqueiro","Alagoas","Nordeste",2023,321,0,0,0,0,0,0
"270410","Lagoa da Canoa","Alagoas","Nordeste",2023,309,0,0,0,0,0,0
"270420","Limoeiro de Anadia","Alagoas","Nordeste",2023,388,0,0,0,0,0,0
"270430","Maceió","Alagoas","Nordeste",2023,13083,7,7,1,4,1,0
"270440","Major Isidoro","Alagoas","Nordeste",2023,245,1,1,0,0,0,0
"270450","Maragogi","Alagoas","Nordeste",2023,589,0,0,0,0,0,0
"270460","Maravilha","Alagoas","Nordeste",2023,147,1,0,0,0,0,0
"270470","Marechal Deodoro","Alagoas","Nordeste",2023,907,3,2,0,0,0,1
"270480","Maribondo","Alagoas","Nordeste",2023,173,0,0,0,0,0,0
"270490","Mar Vermelho","Alagoas","Nordeste",2023,27,0,0,0,0,0,0
"270500","Mata Grande","Alagoas","Nordeste",2023,311,0,0,0,0,0,0
"270510","Matriz de Camaragibe","Alagoas","Nordeste",2023,382,0,0,0,0,0,0
"270520","Messias","Alagoas","Nordeste",2023,208,0,0,0,0,0,0
"270530","Minador do Negrão","Alagoas","Nordeste",2023,103,0,0,0,0,0,0
"270540","Monteirópolis","Alagoas","Nordeste",2023,117,0,0,0,0,0,0
"270550","Murici","Alagoas","Nordeste",2023,397,0,0,0,0,0,0
"270560","Novo Lino","Alagoas","Nordeste",2023,139,0,0,0,0,0,0
"270570","Olho d'Água das Flores","Alagoas","Nordeste",2023,344,1,1,0,0,0,0
"270580","Olho d'Água do Casado","Alagoas","Nordeste",2023,146,0,0,0,0,0,0
"270590","Olho d'Água Grande","Alagoas","Nordeste",2023,55,1,1,0,1,0,0
"270600","Olivença","Alagoas","Nordeste",2023,193,1,1,0,1,0,0
"270610","Ouro Branco","Alagoas","Nordeste",2023,202,0,0,0,0,0,0
"270620","Palestina","Alagoas","Nordeste",2023,86,0,0,0,0,0,0
"270630","Palmeira dos Índios","Alagoas","Nordeste",2023,1108,0,0,0,0,0,0
"270640","Pão de Açúcar","Alagoas","Nordeste",2023,334,1,1,0,1,0,0
"270642","Pariconha","Alagoas","Nordeste",2023,154,0,0,0,0,0,0
"270644","Paripueira","Alagoas","Nordeste",2023,239,0,0,0,0,0,0
"270650","Passo de Camaragibe","Alagoas","Nordeste",2023,186,0,0,0,0,0,0
"270660","Paulo Jacinto","Alagoas","Nordeste",2023,80,0,0,0,0,0,0
"270670","Penedo","Alagoas","Nordeste",2023,847,2,2,1,0,0,0
"270680","Piaçabuçu","Alagoas","Nordeste",2023,250,0,0,0,0,0,0
"270690","Pilar","Alagoas","Nordeste",2023,555,1,1,0,1,0,0
"270700","Pindoba","Alagoas","Nordeste",2023,31,0,0,0,0,0,0
"270710","Piranhas","Alagoas","Nordeste",2023,438,0,0,0,0,0,0
"270720","Poço das Trincheiras","Alagoas","Nordeste",2023,264,1,0,0,0,0,0
"270730","Porto Calvo","Alagoas","Nordeste",2023,391,0,0,0,0,0,0
"270740","Porto de Pedras","Alagoas","Nordeste",2023,141,0,0,0,0,0,0
"270750","Porto Real do Colégio","Alagoas","Nordeste",2023,268,1,1,0,0,0,0
"270760","Quebrangulo","Alagoas","Nordeste",2023,194,0,0,0,0,0,0
"270770","Rio Largo","Alagoas","Nordeste",2023,1355,0,0,0,0,0,0
"270780","Roteiro","Alagoas","Nordeste",2023,112,0,0,0,0,0,0
"270790","Santa Luzia do Norte","Alagoas","Nordeste",2023,131,0,0,0,0,0,0
"270800","Santana do Ipanema","Alagoas","Nordeste",2023,817,1,1,1,0,0,0
"270810","Santana do Mundaú","Alagoas","Nordeste",2023,145,0,0,0,0,0,0
"270820","São Brás","Alagoas","Nordeste",2023,79,0,0,0,0,0,0
"270830","São José da Laje","Alagoas","Nordeste",2023,334,0,0,0,0,0,0
"270840","São José da Tapera","Alagoas","Nordeste",2023,599,1,1,0,0,0,0
"270850","São Luís do Quitunde","Alagoas","Nordeste",2023,445,0,0,0,0,0,0
"270860","São Miguel dos Campos","Alagoas","Nordeste",2023,738,0,0,0,0,0,0
"270870","São Miguel dos Milagres","Alagoas","Nordeste",2023,137,0,0,0,0,0,0
"270880","São Sebastião","Alagoas","Nordeste",2023,441,1,1,0,0,0,1
"270890","Satuba","Alagoas","Nordeste",2023,286,0,0,0,0,0,0
"270895","Senador Rui Palmeira","Alagoas","Nordeste",2023,224,0,0,0,0,0,0
"270900","Tanque d'Arca","Alagoas","Nordeste",2023,68,0,0,0,0,0,0
"270910","Taquarana","Alagoas","Nordeste",2023,252,0,0,0,0,0,0
"270915","Teotônio Vilela","Alagoas","Nordeste",2023,572,0,0,0,0,0,0
"270920","Traipu","Alagoas","Nordeste",2023,350,0,0,0,0,0,0
"270930","União dos Palmares","Alagoas","Nordeste",2023,870,0,0,0,0,0,0
"270940","Viçosa","Alagoas","Nordeste",2023,358,0,0,0,0,0,0
"280010","Amparo de São Francisco","Sergipe","Nordeste",2023,29,0,0,0,0,0,0
"280020","Aquidabã","Sergipe","Nordeste",2023,247,0,0,0,0,0,0
"280030","Aracaju","Sergipe","Nordeste",2023,7378,1,0,0,0,0,0
"280040","Arauá","Sergipe","Nordeste",2023,129,0,0,0,0,0,0
"280050","Areia Branca","Sergipe","Nordeste",2023,240,0,0,0,0,0,0
"280060","Barra dos Coqueiros","Sergipe","Nordeste",2023,587,0,0,0,0,0,0
"280067","Boquim","Sergipe","Nordeste",2023,258,0,0,0,0,0,0
"280070","Brejo Grande","Sergipe","Nordeste",2023,118,0,0,0,0,0,0
"280100","Campo do Brito","Sergipe","Nordeste",2023,209,0,0,0,0,0,0
"280110","Canhoba","Sergipe","Nordeste",2023,66,0,0,0,0,0,0
"280120","Canindé de São Francisco","Sergipe","Nordeste",2023,540,1,1,0,0,1,0
"280130","Capela","Sergipe","Nordeste",2023,416,1,1,0,0,0,0
"280140","Carira","Sergipe","Nordeste",2023,276,0,0,0,0,0,0
"280150","Carmópolis","Sergipe","Nordeste",2023,188,0,0,0,0,0,0
"280160","Cedro de São João","Sergipe","Nordeste",2023,59,0,0,0,0,0,0
"280170","Cristinápolis","Sergipe","Nordeste",2023,234,0,0,0,0,0,0
"280190","Cumbe","Sergipe","Nordeste",2023,39,0,0,0,0,0,0
"280200","Divina Pastora","Sergipe","Nordeste",2023,62,0,0,0,0,0,0
"280210","Estância","Sergipe","Nordeste",2023,967,1,1,0,0,1,0
"280220","Feira Nova","Sergipe","Nordeste",2023,89,0,0,0,0,0,0
"280230","Frei Paulo","Sergipe","Nordeste",2023,220,0,0,0,0,0,0
"280240","Gararu","Sergipe","Nordeste",2023,128,0,0,0,0,0,0
"280250","General Maynard","Sergipe","Nordeste",2023,37,0,0,0,0,0,0
"280260","Gracho Cardoso","Sergipe","Nordeste",2023,77,0,0,0,0,0,0
"280270","Ilha das Flores","Sergipe","Nordeste",2023,136,0,0,0,0,0,0
"280280","Indiaroba","Sergipe","Nordeste",2023,218,0,0,0,0,0,0
"280290","Itabaiana","Sergipe","Nordeste",2023,1354,0,0,0,0,0,0
"280300","Itabaianinha","Sergipe","Nordeste",2023,580,0,0,0,0,0,0
"280310","Itabi","Sergipe","Nordeste",2023,46,0,0,0,0,0,0
"280320","Itaporanga d'Ajuda","Sergipe","Nordeste",2023,460,0,0,0,0,0,0
"280330","Japaratuba","Sergipe","Nordeste",2023,191,0,0,0,0,0,0
"280340","Japoatã","Sergipe","Nordeste",2023,180,0,0,0,0,0,0
"280350","Lagarto","Sergipe","Nordeste",2023,1335,1,0,0,0,0,0
"280360","Laranjeiras","Sergipe","Nordeste",2023,345,1,1,0,0,1,0
"280370","Macambira","Sergipe","Nordeste",2023,100,0,0,0,0,0,0
"280380","Malhada dos Bois","Sergipe","Nordeste",2023,47,0,0,0,0,0,0
"280390","Malhador","Sergipe","Nordeste",2023,151,0,0,0,0,0,0
"280400","Maruim","Sergipe","Nordeste",2023,223,0,0,0,0,0,0
"280410","Moita Bonita","Sergipe","Nordeste",2023,130,0,0,0,0,0,0
"280420","Monte Alegre de Sergipe","Sergipe","Nordeste",2023,237,0,0,0,0,0,0
"280430","Muribeca","Sergipe","Nordeste",2023,89,0,0,0,0,0,0
"280440","Neópolis","Sergipe","Nordeste",2023,219,0,0,0,0,0,0
"280445","Nossa Senhora Aparecida","Sergipe","Nordeste",2023,99,0,0,0,0,0,0
"280450","Nossa Senhora da Glória","Sergipe","Nordeste",2023,685,0,0,0,0,0,0
"280460","Nossa Senhora das Dores","Sergipe","Nordeste",2023,319,0,0,0,0,0,0
"280470","Nossa Senhora de Lourdes","Sergipe","Nordeste",2023,87,0,0,0,0,0,0
"280480","Nossa Senhora do Socorro","Sergipe","Nordeste",2023,2713,2,1,0,0,0,0
"280490","Pacatuba","Sergipe","Nordeste",2023,198,1,1,0,1,0,0
"280500","Pedra Mole","Sergipe","Nordeste",2023,38,0,0,0,0,0,0
"280510","Pedrinhas","Sergipe","Nordeste",2023,96,0,0,0,0,0,0
"280520","Pinhão","Sergipe","Nordeste",2023,70,0,0,0,0,0,0
"280530","Pirambu","Sergipe","Nordeste",2023,108,0,0,0,0,0,0
"280540","Poço Redondo","Sergipe","Nordeste",2023,518,0,0,0,0,0,0
"280550","Poço Verde","Sergipe","Nordeste",2023,225,0,0,0,0,0,0
"280560","Porto da Folha","Sergipe","Nordeste",2023,432,1,1,0,0,0,0
"280570","Propriá","Sergipe","Nordeste",2023,372,0,0,0,0,0,0
"280580","Riachão do Dantas","Sergipe","Nordeste",2023,237,0,0,0,0,0,0
"280590","Riachuelo","Sergipe","Nordeste",2023,112,0,0,0,0,0,0
"280600","Ribeirópolis","Sergipe","Nordeste",2023,149,0,0,0,0,0,0
"280610","Rosário do Catete","Sergipe","Nordeste",2023,143,0,0,0,0,0,0
"280620","Salgado","Sergipe","Nordeste",2023,188,0,0,0,0,0,0
"280630","Santa Luzia do Itanhy","Sergipe","Nordeste",2023,193,0,0,0,0,0,0
"280640","Santana do São Francisco","Sergipe","Nordeste",2023,99,0,0,0,0,0,0
"280650","Santa Rosa de Lima","Sergipe","Nordeste",2023,43,0,0,0,0,0,0
"280660","Santo Amaro das Brotas","Sergipe","Nordeste",2023,133,0,0,0,0,0,0
"280670","São Cristóvão","Sergipe","Nordeste",2023,1077,1,1,0,1,0,0
"280680","São Domingos","Sergipe","Nordeste",2023,113,0,0,0,0,0,0
"280690","São Francisco","Sergipe","Nordeste",2023,48,0,0,0,0,0,0
"280700","São Miguel do Aleixo","Sergipe","Nordeste",2023,38,0,0,0,0,0,0
"280710","Simão Dias","Sergipe","Nordeste",2023,593,0,0,0,0,0,0
"280720","Siriri","Sergipe","Nordeste",2023,86,0,0,0,0,0,0
"280730","Telha","Sergipe","Nordeste",2023,48,0,0,0,0,0,0
"280740","Tobias Barreto","Sergipe","Nordeste",2023,604,0,0,0,0,0,0
"280750","Tomar do Geru","Sergipe","Nordeste",2023,166,0,0,0,0,0,0
"280760","Umbaúba","Sergipe","Nordeste",2023,341,0,0,0,0,0,0
"290010","Abaíra","Bahia","Nordeste",2023,50,0,0,0,0,0,0
"290020","Abaré","Bahia","Nordeste",2023,296,0,0,0,0,0,0
"290030","Acajutiba","Bahia","Nordeste",2023,149,1,1,0,1,0,0
"290035","Adustina","Bahia","Nordeste",2023,140,0,0,0,0,0,0
"290040","Água Fria","Bahia","Nordeste",2023,153,0,0,0,0,0,0
"290050","Érico Cardoso","Bahia","Nordeste",2023,93,0,0,0,0,0,0
"290060","Aiquara","Bahia","Nordeste",2023,45,0,0,0,0,0,0
"290070","Alagoinhas","Bahia","Nordeste",2023,1717,0,0,0,0,0,0
"290080","Alcobaça","Bahia","Nordeste",2023,284,0,0,0,0,0,0
"290090","Almadina","Bahia","Nordeste",2023,35,0,0,0,0,0,0
"290100","Amargosa","Bahia","Nordeste",2023,397,0,0,0,0,0,0
"290110","Amélia Rodrigues","Bahia","Nordeste",2023,193,0,0,0,0,0,0
"290115","América Dourada","Bahia","Nordeste",2023,185,0,0,0,0,0,0
"290120","Anagé","Bahia","Nordeste",2023,178,0,0,0,0,0,0
"290130","Andaraí","Bahia","Nordeste",2023,154,0,0,0,0,0,0
"290135","Andorinha","Bahia","Nordeste",2023,183,0,0,0,0,0,0
"290140","Angical","Bahia","Nordeste",2023,167,0,0,0,0,0,0
"290150","Anguera","Bahia","Nordeste",2023,58,0,0,0,0,0,0
"290160","Antas","Bahia","Nordeste",2023,166,0,0,0,0,0,0
"290170","Antônio Cardoso","Bahia","Nordeste",2023,117,0,0,0,0,0,0
"290180","Antônio Gonçalves","Bahia","Nordeste",2023,112,0,0,0,0,0,0
"290190","Aporá","Bahia","Nordeste",2023,145,0,0,0,0,0,0
"290195","Apuarema","Bahia","Nordeste",2023,101,0,0,0,0,0,0
"290200","Aracatu","Bahia","Nordeste",2023,176,0,0,0,0,0,0
"290205","Araças","Bahia","Nordeste",2023,127,0,0,0,0,0,0
"290210","Araci","Bahia","Nordeste",2023,593,0,0,0,0,0,0
"290220","Aramari","Bahia","Nordeste",2023,105,0,0,0,0,0,0
"290225","Arataca","Bahia","Nordeste",2023,80,0,0,0,0,0,0
"290230","Aratuípe","Bahia","Nordeste",2023,89,0,0,0,0,0,0
"290240","Aurelino Leal","Bahia","Nordeste",2023,146,0,0,0,0,0,0
"290250","Baianópolis","Bahia","Nordeste",2023,163,0,0,0,0,0,0
"290260","Baixa Grande","Bahia","Nordeste",2023,158,0,0,0,0,0,0
"290265","Banzaê","Bahia","Nordeste",2023,125,1,1,0,0,0,0
"290270","Barra","Bahia","Nordeste",2023,822,0,0,0,0,0,0
"290280","Barra da Estiva","Bahia","Nordeste",2023,376,0,0,0,0,0,0
"290290","Barra do Choça","Bahia","Nordeste",2023,443,0,0,0,0,0,0
"290300","Barra do Mendes","Bahia","Nordeste",2023,173,0,0,0,0,0,0
"290310","Barra do Rocha","Bahia","Nordeste",2023,53,0,0,0,0,0,0
"290320","Barreiras","Bahia","Nordeste",2023,2559,0,0,0,0,0,0
"290323","Barro Alto","Bahia","Nordeste",2023,123,0,0,0,0,0,0
"290327","Barrocas","Bahia","Nordeste",2023,210,0,0,0,0,0,0
"290330","Barro Preto","Bahia","Nordeste",2023,47,0,0,0,0,0,0
"290340","Belmonte","Bahia","Nordeste",2023,239,0,0,0,0,0,0
"290350","Belo Campo","Bahia","Nordeste",2023,182,0,0,0,0,0,0
"290360","Biritinga","Bahia","Nordeste",2023,168,0,0,0,0,0,0
"290370","Boa Nova","Bahia","Nordeste",2023,136,0,0,0,0,0,0
"290380","Boa Vista do Tupim","Bahia","Nordeste",2023,171,0,0,0,0,0,0
"290390","Bom Jesus da Lapa","Bahia","Nordeste",2023,1039,1,1,0,0,0,0
"290395","Bom Jesus da Serra","Bahia","Nordeste",2023,106,0,0,0,0,0,0
"290400","Boninal","Bahia","Nordeste",2023,153,0,0,0,0,0,0
"290405","Bonito","Bahia","Nordeste",2023,198,0,0,0,0,0,0
"290410","Boquira","Bahia","Nordeste",2023,228,0,0,0,0,0,0
"290420","Botuporã","Bahia","Nordeste",2023,121,0,0,0,0,0,0
"290430","Brejões","Bahia","Nordeste",2023,135,0,0,0,0,0,0
"290440","Brejolândia","Bahia","Nordeste",2023,80,0,0,0,0,0,0
"290450","Brotas de Macaúbas","Bahia","Nordeste",2023,150,0,0,0,0,0,0
"290460","Brumado","Bahia","Nordeste",2023,874,0,0,0,0,0,0
"290470","Buerarema","Bahia","Nordeste",2023,175,1,1,1,0,0,0
"290475","Buritirama","Bahia","Nordeste",2023,235,2,1,0,1,0,0
"290480","Caatiba","Bahia","Nordeste",2023,50,0,0,0,0,0,0
"290485","Cabaceiras do Paraguaçu","Bahia","Nordeste",2023,237,0,0,0,0,0,0
"290490","Cachoeira","Bahia","Nordeste",2023,305,0,0,0,0,0,0
"290500","Caculé","Bahia","Nordeste",2023,261,1,1,1,0,0,0
"290510","Caém","Bahia","Nordeste",2023,106,0,0,0,0,0,0
"290515","Caetanos","Bahia","Nordeste",2023,129,0,0,0,0,0,0
"290520","Caetité","Bahia","Nordeste",2023,691,1,1,0,0,0,0
"290530","Cafarnaum","Bahia","Nordeste",2023,222,0,0,0,0,0,0
"290540","Cairu","Bahia","Nordeste",2023,266,0,0,0,0,0,0
"290550","Caldeirão Grande","Bahia","Nordeste",2023,155,0,0,0,0,0,0
"290560","Camacan","Bahia","Nordeste",2023,283,0,0,0,0,0,0
"290570","Camaçari","Bahia","Nordeste",2023,3824,1,1,0,0,0,0
"290580","Camamu","Bahia","Nordeste",2023,361,0,0,0,0,0,0
"290590","Campo Alegre de Lourdes","Bahia","Nordeste",2023,496,1,1,0,0,0,0
"290600","Campo Formoso","Bahia","Nordeste",2023,1079,1,1,0,0,0,0
"290610","Canápolis","Bahia","Nordeste",2023,118,0,0,0,0,0,0
"290620","Canarana","Bahia","Nordeste",2023,329,0,0,0,0,0,0
"290630","Canavieiras","Bahia","Nordeste",2023,396,1,1,0,0,1,0
"290640","Candeal","Bahia","Nordeste",2023,73,0,0,0,0,0,0
"290650","Candeias","Bahia","Nordeste",2023,828,1,1,0,0,0,0
"290660","Candiba","Bahia","Nordeste",2023,111,0,0,0,0,0,0
"290670","Cândido Sales","Bahia","Nordeste",2023,308,0,0,0,0,0,0
"290680","Cansanção","Bahia","Nordeste",2023,477,0,0,0,0,0,0
"290682","Canudos","Bahia","Nordeste",2023,187,0,0,0,0,0,0
"290685","Capela do Alto Alegre","Bahia","Nordeste",2023,87,0,0,0,0,0,0
"290687","Capim Grosso","Bahia","Nordeste",2023,397,0,0,0,0,0,0
"290689","Caraíbas","Bahia","Nordeste",2023,89,0,0,0,0,0,0
"290690","Caravelas","Bahia","Nordeste",2023,200,0,0,0,0,0,0
"290700","Cardeal da Silva","Bahia","Nordeste",2023,107,0,0,0,0,0,0
"290710","Carinhanha","Bahia","Nordeste",2023,403,2,2,0,2,0,0
"290720","Casa Nova","Bahia","Nordeste",2023,987,1,1,0,0,1,0
"290730","Castro Alves","Bahia","Nordeste",2023,272,1,1,0,0,1,0
"290740","Catolândia","Bahia","Nordeste",2023,40,0,0,0,0,0,0
"290750","Catu","Bahia","Nordeste",2023,481,0,0,0,0,0,0
"290755","Caturama","Bahia","Nordeste",2023,72,0,0,0,0,0,0
"290760","Central","Bahia","Nordeste",2023,160,0,0,0,0,0,0
"290770","Chorrochó","Bahia","Nordeste",2023,112,0,0,0,0,0,0
"290780","Cícero Dantas","Bahia","Nordeste",2023,291,0,0,0,0,0,0
"290790","Cipó","Bahia","Nordeste",2023,212,0,0,0,0,0,0
"290800","Coaraci","Bahia","Nordeste",2023,176,0,0,0,0,0,0
"290810","Cocos","Bahia","Nordeste",2023,234,0,0,0,0,0,0
"290820","Conceição da Feira","Bahia","Nordeste",2023,211,0,0,0,0,0,0
"290830","Conceição do Almeida","Bahia","Nordeste",2023,167,0,0,0,0,0,0
"290840","Conceição do Coité","Bahia","Nordeste",2023,869,0,0,0,0,0,0
"290850","Conceição do Jacuípe","Bahia","Nordeste",2023,343,0,0,0,0,0,0
"290860","Conde","Bahia","Nordeste",2023,279,0,0,0,0,0,0
"290870","Condeúba","Bahia","Nordeste",2023,153,0,0,0,0,0,0
"290880","Contendas do Sincorá","Bahia","Nordeste",2023,63,0,0,0,0,0,0
"290890","Coração de Maria","Bahia","Nordeste",2023,222,0,0,0,0,0,0
"290900","Cordeiros","Bahia","Nordeste",2023,74,0,0,0,0,0,0
"290910","Coribe","Bahia","Nordeste",2023,187,0,0,0,0,0,0
"290920","Coronel João Sá","Bahia","Nordeste",2023,187,0,0,0,0,0,0
"290930","Correntina","Bahia","Nordeste",2023,472,0,0,0,0,0,0
"290940","Cotegipe","Bahia","Nordeste",2023,166,0,0,0,0,0,0
"290950","Cravolândia","Bahia","Nordeste",2023,51,1,0,0,0,0,0
"290960","Crisópolis","Bahia","Nordeste",2023,230,2,1,0,0,0,0
"290970","Cristópolis","Bahia","Nordeste",2023,171,0,0,0,0,0,0
"290980","Cruz das Almas","Bahia","Nordeste",2023,699,0,0,0,0,0,0
"290990","Curaçá","Bahia","Nordeste",2023,514,0,0,0,0,0,0
"291000","Dário Meira","Bahia","Nordeste",2023,128,0,0,0,0,0,0
"291005","Dias d'Ávila","Bahia","Nordeste",2023,843,1,0,0,0,0,0
"291010","Dom Basílio","Bahia","Nordeste",2023,120,0,0,0,0,0,0
"291020","Dom Macedo Costa","Bahia","Nordeste",2023,52,0,0,0,0,0,0
