"codmunres","ano","garbage_morbidade_neonatal_i_algumas_doencas_infecciosas_e_parasitarias","garbage_morbidade_neonatal_x_doencas_do_aparelho_respiratorio","garbage_morbidade_neonatal_xiv_doencas_do_aparelho_geniturinario","garbage_morbidade_neonatal_xi_doencas_do_aparelho_digestivo","garbage_morbidade_neonatal_xii_doencas_da_pele_e_do_tecido_subcutaneo","garbage_morbidade_neonatal_xix_lesoes_envenenamento_e_algumas_outras_consequencias_de_causas_externas","garbage_morbidade_neonatal_iii_doencas_do_sangue_e_dos_orgaos_hematopoeticos_e_alguns_transtornos_imunitarios","garbage_morbidade_neonatal_vi_doencas_do_sistema_nervoso","garbage_morbidade_neonatal_ix_doencas_do_aparelho_circulatorio","garbage_morbidade_neonatal_xviii_sintomas_sinais_e_achados_anormais_de_exames_clinicos_e_de_laboratorio_nao_classificados_em_outra_parte","garbage_morbidade_neonatal_xvi_algumas_afeccoes_originadas_no_periodo_perinatal","garbage_morbidade_neonatal_vii_doencas_do_olho_e_anexos","garbage_morbidade_neonatal_xiii_doencas_do_sistema_osteomuscular_e_do_tecido_conjuntivo","garbage_morbidade_neonatal_na","garbage_morbidade_neonatal_iv_doencas_endocrinas_nutricionais_e_metabolicas","garbage_morbidade_neonatal_xvii_malformacoes_congenitas_deformidades_e_anomalias_cromossomicas","garbage_morbidade_neonatal_viii_doencas_do_ouvido_e_da_apofise_mastoide","garbage_morbidade_neonatal_xv_gravidez_parto_e_puerperio","garbage_morbidade_neonatal_ii_neoplasias_tumores","garbage_morbidade_neonatal_v_transtornos_mentais_e_comportamentais","internacoes_neonatais_totais"
"250580",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"250590",2024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"250600",2024,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24
"250610",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15
"250620",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250625",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11
"250630",2024,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28
"250640",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"250650",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"250660",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"250670",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"250680",2024,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29
"250690",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"250700",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"250710",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19
"250720",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"250730",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"250740",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250750",2024,8,15,0,0,1,1,2,3,4,3,10,0,1,0,0,1,0,0,0,0,670
"250760",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"250770",2024,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,26
"250780",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"250790",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"250800",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
"250810",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"250820",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"250830",2024,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,27
"250840",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"250850",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"250855",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"250860",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"250870",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"250880",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"250890",2024,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57
"250900",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"250905",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
"250910",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"250915",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"250920",2024,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23
"250930",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"250933",2024,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,8
"250937",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"250939",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"250940",2024,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"250950",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"250960",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250970",2024,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,30
"250980",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"250990",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10
"251000",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"251010",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
"251020",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6
"251030",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"251040",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"251050",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6
"251060",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
"251065",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251070",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251080",2024,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96
"251090",2024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"251100",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251110",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
"251120",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"251130",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
"251140",2024,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16
"251150",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"251160",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"251170",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251180",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"251190",2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"251200",2024,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16
"251203",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"251207",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"251210",2024,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"251220",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"251230",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15
"251240",2024,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,16
"251250",2024,2,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,64
"251260",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251270",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"251272",2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"251274",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"251275",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251276",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"251278",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"251280",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"251290",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24
"251300",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251310",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8
"251315",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"251320",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"251330",2024,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5
"251335",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251340",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"251350",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251360",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251365",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251370",2024,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,92
"251380",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"251385",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"251390",2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
"251392",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251394",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"251396",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251398",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"251400",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
"251410",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
"251420",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"251430",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"251440",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"251445",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"251450",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"251455",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251460",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"251465",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251470",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251480",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251490",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"251500",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"251510",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"251520",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251530",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33
"251540",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
"251550",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
"251560",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251570",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251580",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"251590",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251593",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"251597",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"251600",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"251610",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12
"251615",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251620",2024,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"251630",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"251640",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"251650",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9
"251660",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"251670",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"251675",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"251680",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"251690",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"251700",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"251710",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"251720",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"251740",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"260005",2024,3,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,133
"260010",2024,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,43
"260020",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"260030",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37
"260040",2024,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44
"260050",2024,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,67
"260060",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25
"260070",2024,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52
"260080",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"260090",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"260100",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"260105",2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"260110",2024,0,4,0,0,1,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,99
"260120",2024,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,188
"260130",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"260140",2024,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,66
"260150",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"260160",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"260170",2024,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,145
"260180",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"260190",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
"260200",2024,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,28
"260210",2024,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,43
"260220",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"260230",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"260240",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"260250",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"260260",2024,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,99
"260270",2024,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,19
"260280",2024,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81
"260290",2024,7,3,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,222
"260300",2024,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24
"260310",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"260320",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"260330",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"260340",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"260345",2024,7,8,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,228
"260350",2024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"260360",2024,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11
"260370",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39
"260380",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"260390",2024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"260392",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"260400",2024,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,71
"260410",2024,3,3,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,619
"260415",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
"260420",2024,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,45
"260430",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"260440",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"260450",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"260460",2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"260470",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23
"260480",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"260490",2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"260500",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"260510",2024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34
"260515",2024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
"260520",2024,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,74
"260530",2024,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"260540",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"260545",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"260550",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"260560",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"260570",2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"260580",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"260590",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"260600",2024,2,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,171
"260610",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"260620",2024,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,96
"260630",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"260640",2024,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,112
"260650",2024,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20
"260660",2024,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57
"260670",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"260680",2024,11,6,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,160
"260690",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"260700",2024,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,45
"260710",2024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"260720",2024,4,2,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,132
"260730",2024,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,41
"260740",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260750",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55
"260760",2024,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"260765",2024,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,34
"260770",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"260775",2024,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41
"260780",2024,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22
"260790",2024,23,19,2,0,0,0,0,2,1,0,29,1,0,0,0,0,0,0,0,0,909
"260795",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15
"260800",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"260805",2024,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"260810",2024,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29
"260820",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"260825",2024,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
"260830",2024,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26
"260840",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"260845",2024,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16
"260850",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25
"260860",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"260870",2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"260875",2024,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26
"260880",2024,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
"260890",2024,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,59
"260900",2024,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35
"260910",2024,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12
"260915",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"260920",2024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16
"260930",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"260940",2024,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88
"260950",2024,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,33
"260960",2024,10,17,0,1,0,0,0,0,0,2,19,0,0,0,0,0,0,0,1,0,512
"260970",2024,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29
"260980",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
"260990",2024,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"261000",2024,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59
"261010",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"261020",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"261030",2024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15
"261040",2024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"261050",2024,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28
"261060",2024,6,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,78
"261070",2024,9,10,0,1,0,0,1,0,0,1,15,1,0,0,0,0,0,0,0,0,363
"261080",2024,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35
